YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
89,55,9567,1,158,83,1,0,2,663,2989C5,4,21,7727,9,114,,,,,,,,,,128
89,55,9567,2,161,98,2,0,2,663,2989C5,4,21,7727,9,60,125,,,,,,,,,139
89,55,9567,3,168,122,2,0,2,663,2989C5,4,21,7727,9,88,145,,,,,,,,,156
89,55,9567,4,155,95,1,0,2,663,2989C5,4,21,7727,9,101,,,,,,,,,,139
89,55,9567,5,155,87,1,0,2,663,2989C5,4,21,7727,9,88,,,,,,,,,,131
89,55,9567,6,162,100,2,0,2,663,2989C5,4,21,7727,9,65,111,,,,,,,,,129
89,55,9567,7,156,94,2,0,2,663,2989C5,4,21,7727,9,64,110,,,,,,,,,141
89,55,9567,8,167,109,2,0,2,663,2989C5,4,21,7727,9,92,123,,,,,,,,,139
89,55,9567,9,0,0,20,0,2,663,2989C5,4,21,7727,9,,,,,,,,,,,
89,55,9567,10,0,0,20,0,2,663,2989C5,4,21,7727,9,,,,,,,,,,,
89,55,9568,1,157,98,2,0,5,756,2989C5,4,21,7728,9,53,123,,,,,,,,,150
89,55,9568,2,150,74,1,0,5,756,2989C5,4,21,7728,9,,,,,,,,,,,
89,55,9568,3,152,86,1,0,5,756,2989C5,4,21,7728,9,,,,,,,,,,,
89,55,9568,4,151,73,1,0,5,756,2989C5,4,21,7728,9,,,,,,,,,,,
89,55,9568,5,159,95,2,0,5,756,2989C5,4,21,7728,9,,,,,,,,,,,
89,55,9568,6,168,113,2,0,5,756,2989C5,4,21,7728,9,52,133,,,,,,,,,152
89,55,9568,7,167,115,2,0,5,756,2989C5,4,21,7728,9,85,142,,,,,,,,,154
89,55,9568,8,146,87,1,0,5,756,2989C5,4,21,7728,9,,,,,,,,,,,
89,55,9568,9,171,108,2,0,5,756,2989C5,4,21,7728,9,69,113,,,,,,,,,126
89,55,9568,10,194,133,3,0,5,756,2989C5,4,21,7728,9,48,125,168,,,,,,,,181
89,55,9569,1,151,82,1,0,2,621,2989C6,4,21,7729,9,,,,,,,,,,,
