species,year,reader,vessel,location,month,day,plant,collection,age,yr_class,area,scale_no,fork_len,weight,ring1,ring2,ring3,ring4,ring5,ring6,ring7,ring8,ring9,ring10,edge
0,72,2,611,308825,5,15,54,1860,1,71,6,37001,142,52,104,0,0,0,0,0,0,0,0,0,128
0,72,2,611,308825,5,15,54,1860,1,71,6,37002,158,78,109,0,0,0,0,0,0,0,0,0,131
0,72,2,611,308825,5,15,54,1860,1,71,6,37003,158,84,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308825,5,15,54,1860,1,71,6,37004,155,68,119,0,0,0,0,0,0,0,0,0,143
0,72,,611,308825,5,15,54,1860,1,71,6,37005,163,81,110,0,0,0,0,0,0,0,0,0,134
0,72,2,611,308825,5,15,54,1860,1,71,6,37006,142,57,0,0,0,0,0,0,0,0,0,0,0
0,72,,611,308825,5,15,54,1860,1,71,6,37007,157,76,122,0,0,0,0,0,0,0,0,0,147
0,72,2,611,308825,5,15,54,1860,1,71,6,37008,151,65,116,0,0,0,0,0,0,0,0,0,143
0,72,2,611,308825,5,15,54,1860,1,71,6,37009,155,75,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308825,5,15,54,1860,1,71,6,37010,140,54,0,0,0,0,0,0,0,0,0,0,0
0,72,2,628,298963,5,19,54,1878,1,71,6,37181,122,37,56,0,0,0,0,0,0,0,0,0,113
0,72,2,628,298963,5,19,54,1878,1,71,6,37182,134,45,102,0,0,0,0,0,0,0,0,0,157
0,72,2,628,298963,5,19,54,1878,1,71,6,37183,132,45,0,0,0,0,0,0,0,0,0,0,0
0,72,2,628,298963,5,19,54,1878,1,71,6,37184,132,46,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,298963,5,19,54,1878,1,71,6,37185,163,92,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,298963,5,19,54,1878,2,70,6,37186,192,136,0,161,0,0,0,0,0,0,0,0,170
0,72,,628,298963,5,19,54,1878,1,71,6,37187,166,86,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,298963,5,19,54,1878,2,70,6,37188,168,99,0,142,0,0,0,0,0,0,0,0,173
0,72,,628,298963,5,19,54,1878,1,71,6,37189,150,66,91,0,0,0,0,0,0,0,0,0,118
0,72,2,628,298963,5,19,54,1878,1,71,6,37190,128,44,76,0,0,0,0,0,0,0,0,0,142
0,72,2,626,298963,5,19,54,1879,1,71,6,37191,134,48,78,0,0,0,0,0,0,0,0,0,137
0,72,2,626,298963,5,19,54,1879,2,70,6,37192,182,120,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,1,71,6,37193,138,58,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,1,71,6,37194,158,90,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,2,70,6,37195,182,117,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,1,71,6,37196,150,69,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,1,71,6,37197,131,44,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,298963,5,19,54,1879,1,71,6,37198,165,92,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,298963,5,19,54,1879,1,71,6,37199,123,37,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,298963,5,19,54,1879,2,70,6,37200,177,110,0,129,0,0,0,0,0,0,0,0,153
0,72,2,628,308835,5,22,54,1880,1,71,6,37201,142,50,0,0,0,0,0,0,0,0,0,0,0
0,72,2,628,308835,5,22,54,1880,1,71,6,37202,138,46,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,308835,5,22,54,1880,1,71,6,37203,160,77,0,0,0,0,0,0,0,0,0,0,0
0,72,2,628,308835,5,22,54,1880,1,71,6,37204,148,64,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,308835,5,22,54,1880,1,71,6,37205,130,42,67,0,0,0,0,0,0,0,0,0,114
0,72,,628,308835,5,22,54,1880,1,71,6,37206,130,36,64,0,0,0,0,0,0,0,0,0,126
0,72,2,628,308835,5,22,54,1880,1,71,6,37207,130,38,77,0,0,0,0,0,0,0,0,0,120
0,72,2,628,308835,5,22,54,1880,1,71,6,37208,133,37,0,0,0,0,0,0,0,0,0,0,0
0,72,,628,308835,5,22,54,1880,1,71,6,37209,134,49,68,0,0,0,0,0,0,0,0,0,132
0,72,2,628,308835,5,22,54,1880,1,71,6,37210,136,42,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37221,162,81,137,0,0,0,0,0,0,0,0,0,160
0,72,,626,308835,5,22,54,1882,1,71,6,37222,157,74,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37223,166,81,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37224,165,83,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37225,164,78,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37226,160,75,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,308835,5,22,54,1882,1,71,6,37227,155,70,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,308835,5,22,54,1882,1,71,6,37228,152,62,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37229,160,75,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308835,5,22,54,1882,1,71,6,37230,163,77,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37271,133,40,79,0,0,0,0,0,0,0,0,0,134
0,72,,611,308824,5,23,54,1887,1,71,6,37272,160,79,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37273,158,72,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37274,153,69,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37275,156,67,0,0,0,0,0,0,0,0,0,0,0
0,72,,611,308824,5,23,54,1887,1,71,6,37276,164,82,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37277,137,53,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37278,148,62,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37279,138,49,0,0,0,0,0,0,0,0,0,0,0
0,72,2,611,308824,5,23,54,1887,1,71,6,37280,136,50,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,308824,5,23,54,1888,2,70,6,37281,175,85,0,0,0,0,0,0,0,0,0,0,0
0,72,,626,308824,5,23,54,1888,1,71,6,37282,154,65,0,0,0,0,0,0,0,0,0,0,145
0,72,2,626,308824,5,23,54,1888,1,71,6,37283,148,63,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,308824,5,23,54,1888,1,71,6,37284,132,41,89,0,0,0,0,0,0,0,0,0,124
0,72,2,626,308824,5,23,54,1888,1,71,6,37285,142,55,0,0,0,0,0,0,0,0,0,0,0
0,72,2,626,308824,5,23,54,1888,1,71,6,37286,128,38,72,0,0,0,0,0,0,0,0,0,120
0,72,,626,308824,5,23,54,1888,2,70,6,37287,168,80,0,140,0,0,0,0,0,0,0,0,158
0,72,2,626,308824,5,23,54,1888,1,71,6,37288,153,74,0,0,0,0,0,0,0,0,0,0,0
