YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
93,56,880,1,120,35,1,0,2,725,3088E4,4,23,9040,8,69,,,,,,,,,,107
93,56,880,2,130,43,1,0,2,725,3088E4,4,23,9040,8,87,,,,,,,,,,116
93,56,880,3,130,43,1,0,2,725,3088E4,4,23,9040,8,74,,,,,,,,,,98
93,56,880,4,138,47,1,0,2,725,3088E4,4,23,9040,8,87,,,,,,,,,,118
93,56,880,5,134,50,1,0,2,725,3088E4,4,23,9040,8,69,,,,,,,,,,104
93,56,880,6,146,59,1,0,2,725,3088E4,4,23,9040,8,112,,,,,,,,,,132
93,56,880,7,135,49,1,0,2,725,3088E4,4,23,9040,8,79,,,,,,,,,,117
93,56,880,8,155,70,1,0,2,725,3088E4,4,23,9040,8,123,,,,,,,,,,143
93,56,880,9,154,66,1,0,2,725,3088E4,4,23,9040,8,109,,,,,,,,,,134
93,56,880,10,157,82,1,0,2,725,3088E4,4,23,9040,8,130,,,,,,,,,,140
93,56,881,1,162,96,1,0,2,679,2989C5,4,23,9041,8,130,,,,,,,,,,152
93,56,881,2,171,112,2,0,2,679,2989C5,4,23,9041,8,,,,,,,,,,,
93,56,881,3,170,109,2,0,2,679,2989C5,4,23,9041,8,,,,,,,,,,,
93,56,881,4,172,121,2,0,2,679,2989C5,4,23,9041,8,71,118,,,,,,,,,143
93,56,881,5,186,145,2,0,2,679,2989C5,4,23,9041,8,69,143,,,,,,,,,155
93,56,881,6,188,134,2,0,2,679,2989C5,4,23,9041,8,,,,,,,,,,,
93,56,881,7,193,158,2,0,2,679,2989C5,4,23,9041,8,121,148,,,,,,,,,155
93,56,881,8,197,165,2,0,2,679,2989C5,4,23,9041,8,92,170,,,,,,,,,179
93,56,881,9,200,176,3,0,2,679,2989C5,4,23,9041,8,106,154,168,,,,,,,,175
93,56,881,10,215,228,4,0,2,679,2989C5,4,23,9041,8,64,139,163,172,,,,,,,176
93,56,882,1,157,88,2,0,2,682,2989C5,4,23,9042,8,70,107,,,,,,,,,123
93,56,882,2,172,107,2,0,2,682,2989C5,4,23,9042,8,67,108,,,,,,,,,123
93,56,882,3,176,121,2,0,2,682,2989C5,4,23,9042,8,79,141,,,,,,,,,150
93,56,882,4,176,123,2,0,2,682,2989C5,4,23,9042,8,104,151,,,,,,,,,159
93,56,882,5,179,124,2,0,2,682,2989C5,4,23,9042,8,99,153,,,,,,,,,163
93,56,882,6,184,127,2,0,2,682,2989C5,4,23,9042,8,124,160,,,,,,,,,166
93,56,882,7,185,140,2,0,2,682,2989C5,4,23,9042,8,87,144,,,,,,,,,153
93,56,882,8,184,147,2,0,2,682,2989C5,4,23,9042,8,90,141,,,,,,,,,156
93,56,882,9,191,147,2,0,2,682,2989C5,4,23,9042,8,104,165,,,,,,,,,174
93,56,882,10,193,157,2,0,2,682,2989C5,4,23,9042,8,88,179,,,,,,,,,187
93,56,883,1,127,37,1,0,2,686,3088E4,4,23,9043,8,74,,,,,,,,,,102
93,56,883,2,133,42,1,0,2,686,3088E4,4,23,9043,8,89,,,,,,,,,,110
93,56,883,3,135,46,1,0,2,686,3088E4,4,23,9043,8,99,,,,,,,,,,130
93,56,883,4,142,51,1,0,2,686,3088E4,4,23,9043,8,80,,,,,,,,,,135
93,56,883,5,140,58,1,0,2,686,3088E4,4,23,9043,8,118,,,,,,,,,,134
93,56,883,6,138,61,1,0,2,686,3088E4,4,23,9043,8,74,,,,,,,,,,109
93,56,883,7,146,71,1,0,2,686,3088E4,4,23,9043,8,87,,,,,,,,,,148
93,56,883,8,152,82,1,0,2,686,3088E4,4,23,9043,8,93,,,,,,,,,,131
93,56,883,9,159,86,1,0,2,686,3088E4,4,23,9043,8,93,,,,,,,,,,124
93,56,883,10,168,101,1,0,2,686,3088E4,4,23,9043,8,128,,,,,,,,,,144
93,56,884,1,160,87,1,0,2,732,2989C5,4,23,9044,8,80,,,,,,,,,,108
93,56,884,2,165,99,1,0,2,732,2989C5,4,23,9044,8,120,,,,,,,,,,135
93,56,884,3,164,100,2,0,2,732,2989C5,4,23,9044,8,90,130,,,,,,,,,148
93,56,884,4,167,103,2,0,2,732,2989C5,4,23,9044,8,74,129,,,,,,,,,141
93,56,884,5,172,109,2,0,2,732,2989C5,4,23,9044,8,110,139,,,,,,,,,149
93,56,884,6,173,114,2,0,2,732,2989C5,4,23,9044,8,82,138,,,,,,,,,160
93,56,884,7,173,119,2,0,2,732,2989C5,4,23,9044,8,107,150,,,,,,,,,158
93,56,884,8,175,130,2,0,2,732,2989C5,4,23,9044,8,69,143,,,,,,,,,157
93,56,884,9,175,119,2,0,2,732,2989C5,4,23,9044,8,76,137,,,,,,,,,164
93,56,884,10,183,137,2,0,2,732,2989C5,4,23,9044,8,77,146,,,,,,,,,163
93,56,885,1,175,116,2,0,2,733,2989C4,4,23,9045,8,62,117,,,,,,,,,151
93,56,885,2,180,125,2,0,2,733,2989C4,4,23,9045,8,69,118,,,,,,,,,146
93,56,885,3,178,132,2,0,2,733,2989C4,4,23,9045,8,94,144,,,,,,,,,156
93,56,885,4,181,134,2,0,2,733,2989C4,4,23,9045,8,85,147,,,,,,,,,155
93,56,885,5,187,154,2,0,2,733,2989C4,4,23,9045,8,112,161,,,,,,,,,169
93,56,885,6,191,144,2,0,2,733,2989C4,4,23,9045,8,86,141,,,,,,,,,148
93,56,885,7,200,183,3,0,2,733,2989C4,4,23,9045,8,91,166,181,,,,,,,,185
93,56,885,8,200,168,2,0,2,733,2989C4,4,23,9045,8,104,158,,,,,,,,,168
93,56,885,9,203,181,2,0,2,733,2989C4,4,23,9045,8,122,199,,,,,,,,,205
93,56,885,10,219,220,3,0,2,733,2989C4,4,23,9045,8,112,177,194,,,,,,,,198
93,56,886,1,166,97,2,0,2,737,2989C5,4,23,9046,8,75,110,,,,,,,,,134
93,56,886,2,180,135,2,0,2,737,2989C5,4,23,9046,8,110,163,,,,,,,,,176
93,56,886,3,186,145,2,0,2,737,2989C5,4,23,9046,8,104,160,,,,,,,,,173
93,56,886,4,192,151,3,0,2,737,2989C5,4,23,9046,8,64,119,163,,,,,,,,171
93,56,886,5,191,169,3,0,2,737,2989C5,4,23,9046,8,69,132,165,,,,,,,,173
93,56,886,6,195,166,2,0,2,737,2989C5,4,23,9046,8,99,171,,,,,,,,,179
93,56,886,7,197,175,3,0,2,737,2989C5,4,23,9046,8,47,119,164,,,,,,,,174
93,56,886,8,195,193,3,0,2,737,2989C5,4,23,9046,8,78,135,174,,,,,,,,186
93,56,886,9,212,204,4,0,2,737,2989C5,4,23,9046,8,92,150,169,180,,,,,,,186
93,56,886,10,212,199,4,0,2,737,2989C5,4,23,9046,8,99,153,179,195,,,,,,,199
93,56,887,1,135,48,1,0,2,737,2989C6,4,29,9047,8,79,,,,,,,,,,113
93,56,887,2,139,54,1,0,2,737,2989C6,4,29,9047,8,100,,,,,,,,,,125
93,56,887,3,154,85,1,0,2,737,2989C6,4,29,9047,8,110,,,,,,,,,,146
