YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
9,56,2849,1,193,141,3,0,2,769,2989E1,5,12,1003,8,86,161,169,,,,,,,,173
9,56,2849,2,187,131,2,0,2,769,2989E1,5,12,1003,8,95,138,,,,,,,,,149
9,56,2849,3,180,124,2,0,2,769,2989E1,5,12,1003,8,67,115,,,,,,,,,135
9,56,2849,4,195,128,40,0,2,769,2989E1,5,12,1003,8,,,,,,,,,,,
9,56,2849,5,184,117,2,0,2,769,2989E1,5,12,1003,8,72,132,,,,,,,,,138
9,56,2849,6,191,146,3,0,2,769,2989E1,5,12,1003,8,73,134,142,,,,,,,,147
9,56,2849,7,184,120,2,0,2,769,2989E1,5,12,1003,8,92,143,,,,,,,,,150
9,56,2849,8,193,138,2,0,2,769,2989E1,5,12,1003,8,68,118,,,,,,,,,129
9,56,2849,9,194,136,3,0,2,769,2989E1,5,12,1003,8,56,130,146,,,,,,,,153
9,56,2849,10,201,150,3,0,2,769,2989E1,5,12,1003,8,86,149,173,,,,,,,,180
9,56,2850,1,191,126,2,0,2,708,2989F2,5,12,1004,8,72,138,,,,,,,,,143
9,56,2850,2,180,122,2,0,2,708,2989F2,5,12,1004,8,57,119,,,,,,,,,131
9,56,2850,3,202,157,40,0,2,708,2989F2,5,12,1004,8,,,,,,,,,,,
9,56,2850,4,185,120,3,0,2,708,2989F2,5,12,1004,8,97,146,159,,,,,,,,168
9,56,2850,5,186,112,2,0,2,708,2989F2,5,12,1004,8,76,152,,,,,,,,,162
9,56,2850,6,191,136,2,0,2,708,2989F2,5,12,1004,8,110,172,,,,,,,,,180
9,56,2850,7,191,136,2,0,2,708,2989F2,5,12,1004,8,98,144,,,,,,,,,158
9,56,2850,8,188,127,3,0,2,708,2989F2,5,12,1004,8,88,149,156,,,,,,,,164
9,56,2850,9,192,125,2,0,2,708,2989F2,5,12,1004,8,74,148,,,,,,,,,156
9,56,2850,10,189,132,2,0,2,708,2989F2,5,12,1004,8,90,144,,,,,,,,,156
9,56,2851,1,198,165,3,0,2,726,2989F3,5,13,1005,8,51,117,144,,,,,,,,150
9,56,2851,2,185,130,40,0,2,726,2989F3,5,13,1005,8,,,,,,,,,,,
