YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
3,56,2227,1,153,70,2,0,2,678,3088A5,6,6,388,8,81,126,,,,,,,,,140
3,56,2227,2,159,78,1,0,2,678,3088A5,6,6,388,8,120,,,,,,,,,,147
3,56,2227,3,153,68,1,0,2,678,3088A5,6,6,388,8,102,,,,,,,,,,133
3,56,2227,4,161,82,2,0,2,678,3088A5,6,6,388,8,66,118,,,,,,,,,139
3,56,2227,5,148,59,1,0,2,678,3088A5,6,6,388,8,114,,,,,,,,,,135
3,56,2227,6,175,117,2,0,2,678,3088A5,6,6,388,8,97,132,,,,,,,,,145
3,56,2227,7,155,63,1,0,2,678,3088A5,6,6,388,8,108,,,,,,,,,,138
3,56,2227,8,170,90,40,0,2,678,3088A5,6,6,388,8,,,,,,,,,,,
3,56,2227,9,151,58,30,0,2,678,3088A5,6,6,388,8,,,,,,,,,,,
3,56,2227,10,169,101,2,0,2,678,3088A5,6,6,388,8,79,117,,,,,,,,,142
3,56,2228,1,178,112,2,0,2,685,3088B5,6,6,389,8,,,,,,,,,,,
3,56,2228,2,170,93,2,0,2,685,3088B5,6,6,389,8,80,120,,,,,,,,,145
3,56,2228,3,179,118,2,0,2,685,3088B5,6,6,389,8,97,146,,,,,,,,,164
3,56,2228,4,166,89,2,0,2,685,3088B5,6,6,389,8,,,,,,,,,,,
3,56,2228,5,186,120,2,0,2,685,3088B5,6,6,389,8,88,137,,,,,,,,,154
3,56,2228,6,176,108,2,0,2,685,3088B5,6,6,389,8,87,144,,,,,,,,,165
3,56,2228,7,186,139,2,0,2,685,3088B5,6,6,389,8,84,149,,,,,,,,,162
3,56,2228,8,171,94,2,0,2,685,3088B5,6,6,389,8,65,115,,,,,,,,,133
3,56,2228,9,172,97,2,0,2,685,3088B5,6,6,389,8,84,127,,,,,,,,,144
3,56,2228,10,177,114,2,0,2,685,3088B5,6,6,389,8,76,133,,,,,,,,,145
3,56,2229,1,185,125,2,0,2,735,3089F5,6,6,390,8,86,128,,,,,,,,,141
3,56,2229,2,187,141,2,0,2,735,3089F5,6,6,390,8,121,155,,,,,,,,,166
3,56,2229,3,176,103,2,0,2,735,3089F5,6,6,390,8,56,130,,,,,,,,,146
3,56,2229,4,168,99,2,0,2,735,3089F5,6,6,390,8,74,114,,,,,,,,,139
3,56,2229,5,169,99,2,0,2,735,3089F5,6,6,390,8,101,159,,,,,,,,,167
3,56,2229,6,176,119,2,0,2,735,3089F5,6,6,390,8,86,133,,,,,,,,,147
3,56,2229,7,187,138,2,0,2,735,3089F5,6,6,390,8,99,139,,,,,,,,,148
3,56,2229,8,179,119,2,0,2,735,3089F5,6,6,390,8,63,126,,,,,,,,,145
3,56,2229,9,196,152,2,0,2,735,3089F5,6,6,390,8,104,148,,,,,,,,,164
3,56,2229,10,183,130,2,0,2,735,3089F5,6,6,390,8,131,170,,,,,,,,,182
3,56,2230,1,178,109,2,0,2,610,2989E1,6,17,391,8,79,120,,,,,,,,,144
3,56,2230,2,180,113,2,0,2,610,2989E1,6,17,391,8,69,143,,,,,,,,,164
3,56,2230,3,169,89,40,0,2,610,2989E1,6,17,391,8,,,,,,,,,,,
3,56,2230,4,181,112,2,0,2,610,2989E1,6,17,391,8,83,146,,,,,,,,,169
3,56,2230,5,185,135,2,0,2,610,2989E1,6,17,391,8,92,158,,,,,,,,,178
3,56,2230,6,158,74,1,0,2,610,2989E1,6,17,391,8,92,,,,,,,,,,130
3,56,2230,7,184,117,2,0,2,610,2989E1,6,17,391,8,90,153,,,,,,,,,167
3,56,2230,8,172,92,2,0,2,610,2989E1,6,17,391,8,77,139,,,,,,,,,150
3,56,2230,9,161,74,1,0,2,610,2989E1,6,17,391,8,99,,,,,,,,,,144
3,56,2230,10,165,93,2,0,2,610,2989E1,6,17,391,8,,,,,,,,,,,
3,56,2231,1,158,79,1,0,2,704,3088C4,6,17,392,8,81,,,,,,,,,,135
3,56,2231,2,158,89,1,0,2,704,3088C4,6,17,392,8,94,,,,,,,,,,126
3,56,2231,3,177,117,2,0,2,704,3088C4,6,17,392,8,108,129,,,,,,,,,139
3,56,2231,4,177,96,2,0,2,704,3088C4,6,17,392,8,61,130,,,,,,,,,150
3,56,2231,5,172,95,2,0,2,704,3088C4,6,17,392,8,100,134,,,,,,,,,150
3,56,2231,6,168,94,2,0,2,704,3088C4,6,17,392,8,67,131,,,,,,,,,156
3,56,2231,7,160,79,40,0,2,704,3088C4,6,17,392,8,,,,,,,,,,,
3,56,2231,8,183,120,2,0,2,704,3088C4,6,17,392,8,,,,,,,,,,,
3,56,2231,9,152,68,1,0,2,704,3088C4,6,17,392,8,80,,,,,,,,,,121
3,56,2231,10,179,118,2,0,2,704,3088C4,6,17,392,8,107,148,,,,,,,,,169
3,56,2232,1,175,106,2,0,2,610,2989E1,6,17,393,8,85,134,,,,,,,,,155
3,56,2232,2,170,110,2,0,2,610,2989E1,6,17,393,8,72,140,,,,,,,,,156
3,56,2232,3,172,100,2,0,2,610,2989E1,6,17,393,8,65,122,,,,,,,,,140
3,56,2232,4,181,116,2,0,2,610,2989E1,6,17,393,8,75,123,,,,,,,,,148
3,56,2232,5,165,88,2,0,2,610,2989E1,6,17,393,8,,,,,,,,,,,
3,56,2232,6,176,105,2,0,2,610,2989E1,6,17,393,8,,,,,,,,,,,
3,56,2232,7,157,77,1,0,2,610,2989E1,6,17,393,8,95,,,,,,,,,,134
3,56,2232,8,177,113,40,0,2,610,2989E1,6,17,393,8,,,,,,,,,,,
3,56,2232,9,169,90,2,0,2,610,2989E1,6,17,393,8,77,116,,,,,,,,,134
3,56,2232,10,163,84,1,0,2,610,2989E1,6,17,393,8,98,,,,,,,,,,130
3,56,2233,1,166,83,40,0,2,678,3088A4,6,27,394,8,,,,,,,,,,,
3,56,2233,2,152,67,1,0,2,678,3088A4,6,27,394,8,102,,,,,,,,,,128
3,56,2233,3,171,105,2,0,2,678,3088A4,6,27,394,8,,,,,,,,,,,
3,56,2233,4,166,95,1,0,2,678,3088A4,6,27,394,8,108,,,,,,,,,,154
3,56,2233,5,139,50,40,0,2,678,3088A4,6,27,394,8,,,,,,,,,,,
3,56,2233,6,180,120,2,0,2,678,3088A4,6,27,394,8,103,141,,,,,,,,,155
3,56,2233,7,175,101,2,0,2,678,3088A4,6,27,394,8,86,127,,,,,,,,,142
3,56,2233,8,187,125,2,0,2,678,3088A4,6,27,394,8,,,,,,,,,,,
3,56,2233,9,149,65,1,0,2,678,3088A4,6,27,394,8,103,,,,,,,,,,133
3,56,2233,10,155,76,1,0,2,678,3088A4,6,27,394,8,109,,,,,,,,,,145
3,56,2234,1,177,117,2,0,2,737,3089F5,6,27,395,8,83,126,,,,,,,,,144
3,56,2234,2,170,93,2,0,2,737,3089F5,6,27,395,8,77,123,,,,,,,,,146
3,56,2234,3,178,120,2,0,2,737,3089F5,6,27,395,8,87,143,,,,,,,,,165
3,56,2234,4,169,104,2,0,2,737,3089F5,6,27,395,8,71,111,,,,,,,,,133
3,56,2234,5,174,104,2,0,2,737,3089F5,6,27,395,8,49,116,,,,,,,,,149
3,56,2234,6,168,97,40,0,2,737,3089F5,6,27,395,8,,,,,,,,,,,
3,56,2234,7,166,92,2,0,2,737,3089F5,6,27,395,8,78,146,,,,,,,,,162
3,56,2234,8,172,101,2,0,2,737,3089F5,6,27,395,8,93,131,,,,,,,,,144
3,56,2234,9,161,83,2,0,2,737,3089F5,6,27,395,8,67,133,,,,,,,,,154
3,56,2234,10,180,119,2,0,2,737,3089F5,6,27,395,8,103,144,,,,,,,,,163
3,56,2235,1,176,105,2,0,2,685,2989E3,6,27,396,8,97,148,,,,,,,,,170
3,56,2235,2,205,154,4,0,2,685,2989E3,6,27,396,8,84,128,163,176,,,,,,,186
3,56,2235,3,173,100,2,0,2,685,2989E3,6,27,396,8,77,142,,,,,,,,,159
3,56,2235,4,160,76,1,0,2,685,2989E3,6,27,396,8,87,,,,,,,,,,135
3,56,2235,5,182,119,2,0,2,685,2989E3,6,27,396,8,77,154,,,,,,,,,172
3,56,2235,6,182,124,2,0,2,685,2989E3,6,27,396,8,50,137,,,,,,,,,174
3,56,2235,7,190,133,40,0,2,685,2989E3,6,27,396,8,,,,,,,,,,,
3,56,2235,8,180,110,2,0,2,685,2989E3,6,27,396,8,74,129,,,,,,,,,149
3,56,2235,9,174,101,2,0,2,685,2989E3,6,27,396,8,101,145,,,,,,,,,161
