species,year,reader,vessel,location,month,day,plant,collection,age,yr_class,area,scale_no,fork_len,weight,ring1,ring2,ring3,ring4,ring5,ring6,ring7,ring8,ring9,ring10,edge
0,70,0,642,308865,5,14,54,1492,2,68,26,29821,163,87,91,160,0,0,0,0,0,0,0,0,174
0,70,0,642,308865,5,14,54,1492,1,69,26,29822,163,87,111,0,0,0,0,0,0,0,0,0,130
0,70,,642,308865,5,14,54,1492,2,68,16,29823,170,106,0,0,0,0,0,0,0,0,0,0,119
0,70,0,642,308865,5,14,54,1492,1,69,16,29824,146,62,110,0,0,0,0,0,0,0,0,0,133
0,70,0,642,308865,5,14,54,1492,2,68,16,29825,179,113,97,140,0,0,0,0,0,0,0,0,150
0,70,,642,308865,5,14,54,1492,1,69,26,29826,163,96,79,0,0,0,0,0,0,0,0,0,143
0,70,0,642,308865,5,14,54,1492,1,69,26,29827,161,93,128,0,0,0,0,0,0,0,0,0,141
0,70,0,642,308865,5,14,54,1492,1,69,16,29828,163,88,111,0,0,0,0,0,0,0,0,0,134
0,70,,642,308865,5,14,54,1492,1,69,16,29829,155,83,69,0,0,0,0,0,0,0,0,0,125
0,70,,642,308865,5,14,54,1492,1,69,16,29830,155,76,84,0,0,0,0,0,0,0,0,0,125
0,70,0,642,308865,5,14,54,1492,1,69,26,29831,159,85,96,0,0,0,0,0,0,0,0,0,126
0,70,0,642,308865,5,14,54,1492,1,69,26,29832,152,80,114,0,0,0,0,0,0,0,0,0,138
0,70,0,642,308865,5,14,54,1492,1,69,26,29833,155,78,113,0,0,0,0,0,0,0,0,0,139
0,70,0,642,308865,5,14,54,1492,1,69,16,29834,165,98,114,0,0,0,0,0,0,0,0,0,141
0,70,,642,308865,5,14,54,1492,2,68,16,29835,172,110,0,0,0,0,0,0,0,0,0,0,117
0,70,0,642,308865,5,14,54,1492,2,68,16,29836,167,98,101,146,0,0,0,0,0,0,0,0,160
0,70,0,642,308865,5,14,54,1492,1,69,16,29837,160,75,111,0,0,0,0,0,0,0,0,0,128
0,70,0,642,308865,5,14,54,1492,1,69,36,29838,150,65,98,0,0,0,0,0,0,0,0,0,127
0,70,0,642,308865,5,14,54,1492,1,69,26,29839,151,73,100,0,0,0,0,0,0,0,0,0,117
0,70,0,642,308865,5,14,54,1492,1,69,16,29840,156,80,130,0,0,0,0,0,0,0,0,0,143
0,70,0,626,308865,5,14,54,1493,2,68,16,29841,170,100,84,135,0,0,0,0,0,0,0,0,161
0,70,0,626,308865,5,14,54,1493,1,69,16,29842,159,77,113,0,0,0,0,0,0,0,0,0,139
0,70,0,626,308865,5,14,54,1493,2,68,16,29843,177,116,90,153,0,0,0,0,0,0,0,0,169
0,70,0,626,308865,5,14,54,1493,1,69,16,29844,158,80,110,0,0,0,0,0,0,0,0,0,131
0,70,0,626,308865,5,14,54,1493,1,69,26,29845,150,64,105,0,0,0,0,0,0,0,0,0,133
0,70,0,626,308865,5,14,54,1493,1,69,16,29846,158,85,110,0,0,0,0,0,0,0,0,0,128
0,70,0,626,308865,5,14,54,1493,1,69,26,29847,153,75,113,0,0,0,0,0,0,0,0,0,129
0,70,0,626,308865,5,14,54,1493,1,69,16,29848,155,78,108,0,0,0,0,0,0,0,0,0,132
0,70,0,626,308865,5,14,54,1493,1,69,26,29849,152,76,102,0,0,0,0,0,0,0,0,0,121
0,70,0,626,308865,5,14,54,1493,1,69,16,29850,155,75,105,0,0,0,0,0,0,0,0,0,126
0,70,0,626,308865,5,14,54,1493,1,69,36,29851,152,67,108,0,0,0,0,0,0,0,0,0,127
0,70,0,626,308865,5,14,54,1493,1,69,16,29852,155,74,102,0,0,0,0,0,0,0,0,0,130
0,70,0,626,308865,5,14,54,1493,1,69,26,29853,151,77,94,0,0,0,0,0,0,0,0,0,123
0,70,0,626,308865,5,14,54,1493,1,69,26,29854,154,72,95,0,0,0,0,0,0,0,0,0,126
0,70,0,626,308865,5,14,54,1493,1,69,36,29855,149,67,110,0,0,0,0,0,0,0,0,0,135
0,70,0,626,308865,5,14,54,1493,1,69,26,29856,138,51,95,0,0,0,0,0,0,0,0,0,123
0,70,0,626,308865,5,14,54,1493,1,69,16,29857,154,72,84,0,0,0,0,0,0,0,0,0,103
0,70,0,626,308865,5,14,54,1493,2,68,16,29858,164,93,78,127,0,0,0,0,0,0,0,0,150
0,70,0,626,308865,5,14,54,1493,1,69,36,29859,145,64,97,0,0,0,0,0,0,0,0,0,122
0,70,0,626,308865,5,14,54,1493,1,69,26,29860,165,94,104,0,0,0,0,0,0,0,0,0,122
0,70,0,628,298954,5,29,54,1513,1,69,26,30241,165,90,104,0,0,0,0,0,0,0,0,0,122
0,70,0,628,298954,5,29,54,1513,2,68,16,30242,191,138,90,130,0,0,0,0,0,0,0,0,150
0,70,0,628,298954,5,29,54,1513,1,69,26,30243,163,88,112,0,0,0,0,0,0,0,0,0,130
0,70,0,628,298954,5,29,54,1513,2,68,16,30244,176,120,94,131,0,0,0,0,0,0,0,0,150
0,70,0,628,298954,5,29,54,1513,2,68,26,30245,173,114,86,129,0,0,0,0,0,0,0,0,150
