YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
4,56,2527,1,157,75,1,0,2,735,2989E4,6,12,681,8,96,,,,,,,,,,127
4,56,2527,2,151,63,1,0,2,735,2989E4,6,12,681,8,92,,,,,,,,,,134
4,56,2527,3,157,74,1,0,2,735,2989E4,6,12,681,8,79,,,,,,,,,,124
4,56,2527,4,145,63,1,0,2,735,2989E4,6,12,681,8,100,,,,,,,,,,132
4,56,2527,5,152,67,1,0,2,735,2989E4,6,12,681,8,80,,,,,,,,,,137
4,56,2527,6,153,67,1,0,2,735,2989E4,6,12,681,8,93,,,,,,,,,,129
4,56,2527,7,148,72,1,0,2,735,2989E4,6,12,681,8,97,,,,,,,,,,142
4,56,2527,8,172,128,2,0,2,735,2989E4,6,12,681,8,98,142,,,,,,,,,167
4,56,2527,9,165,86,40,0,2,735,2989E4,6,12,681,8,,,,,,,,,,,
4,56,2527,10,155,75,1,0,2,735,2989E4,6,12,681,8,107,,,,,,,,,,140
4,56,2528,1,180,113,2,0,2,708,2989E4,6,12,682,8,68,119,,,,,,,,,138
4,56,2528,2,170,106,1,0,2,708,2989E4,6,12,682,8,101,,,,,,,,,,144
4,56,2528,3,168,95,1,0,2,708,2989E4,6,12,682,8,103,,,,,,,,,,134
4,56,2528,4,174,116,2,0,2,708,2989E4,6,12,682,8,58,132,,,,,,,,,153
4,56,2528,5,176,134,2,0,2,708,2989E4,6,12,682,8,109,131,,,,,,,,,147
4,56,2528,6,176,124,2,0,2,708,2989E4,6,12,682,8,92,140,,,,,,,,,166
4,56,2528,7,160,84,2,0,2,708,2989E4,6,12,682,8,78,117,,,,,,,,,147
4,56,2528,8,193,152,2,0,2,708,2989E4,6,12,682,8,109,159,,,,,,,,,175
4,56,2528,9,195,163,2,0,2,708,2989E4,6,12,682,8,101,155,,,,,,,,,167
4,56,2528,10,161,88,1,0,2,708,2989E4,6,12,682,8,120,,,,,,,,,,157
4,56,2529,1,165,88,1,0,2,737,2989D3,6,12,683,8,93,,,,,,,,,,123
4,56,2529,2,151,80,1,0,2,737,2989D3,6,12,683,8,98,,,,,,,,,,124
4,56,2529,3,158,91,1,0,2,737,2989D3,6,12,683,8,114,,,,,,,,,,140
4,56,2529,4,169,98,2,0,2,737,2989D3,6,12,683,8,99,129,,,,,,,,,151
4,56,2529,5,161,92,1,0,2,737,2989D3,6,12,683,8,86,,,,,,,,,,119
4,56,2529,6,153,81,1,0,2,737,2989D3,6,12,683,8,129,,,,,,,,,,161
4,56,2529,7,154,84,1,0,2,737,2989D3,6,12,683,8,99,,,,,,,,,,130
4,56,2529,8,160,88,1,0,2,737,2989D3,6,12,683,8,98,,,,,,,,,,131
4,56,2529,9,156,81,1,0,2,737,2989D3,6,12,683,8,,,,,,,,,,,
4,56,2529,10,159,81,1,0,2,737,2989D3,6,12,683,8,98,,,,,,,,,,126
4,56,2530,1,157,76,1,0,2,678,2989E4,6,17,684,8,94,,,,,,,,,,132
4,56,2530,2,152,74,1,0,2,678,2989E4,6,17,684,8,104,,,,,,,,,,137
4,56,2530,3,182,134,2,0,2,678,2989E4,6,17,684,8,109,136,,,,,,,,,152
4,56,2530,4,153,79,1,0,2,678,2989E4,6,17,684,8,99,,,,,,,,,,131
4,56,2530,5,156,78,1,0,2,678,2989E4,6,17,684,8,78,,,,,,,,,,135
4,56,2530,6,162,99,1,0,2,678,2989E4,6,17,684,8,91,,,,,,,,,,156
4,56,2530,7,180,134,40,0,2,678,2989E4,6,17,684,8,,,,,,,,,,,
4,56,2530,8,168,109,40,0,2,678,2989E4,6,17,684,8,,,,,,,,,,,
4,56,2530,9,177,121,2,0,2,678,2989E4,6,17,684,8,95,143,,,,,,,,,164
4,56,2530,10,175,118,2,0,2,678,2989E4,6,17,684,8,90,139,,,,,,,,,149
4,56,2531,1,171,110,2,0,2,733,3088C5,6,11,685,8,97,147,,,,,,,,,160
4,56,2531,2,178,104,2,0,2,733,3088C5,6,11,685,8,88,150,,,,,,,,,162
4,56,2531,3,188,122,3,0,2,733,3088C5,6,11,685,8,79,122,142,,,,,,,,156
4,56,2531,4,171,97,2,0,2,733,3088C5,6,11,685,8,,,,,,,,,,,
4,56,2531,5,171,110,2,0,2,733,3088C5,6,11,685,8,92,146,,,,,,,,,156
4,56,2531,6,172,103,2,0,2,733,3088C5,6,11,685,8,103,149,,,,,,,,,156
4,56,2531,7,160,82,2,0,2,733,3088C5,6,11,685,8,77,110,,,,,,,,,139
4,56,2531,8,170,90,2,0,2,733,3088C5,6,11,685,8,93,141,,,,,,,,,156
4,56,2531,9,166,83,2,0,2,733,3088C5,6,11,685,8,59,137,,,,,,,,,151
4,56,2531,10,172,107,2,0,2,733,3088C5,6,11,685,8,67,145,,,,,,,,,160
4,56,2533,1,166,88,1,0,2,678,3089F4,6,30,687,8,96,,,,,,,,,,132
4,56,2533,2,183,132,2,0,2,678,3089F4,6,30,687,8,106,132,,,,,,,,,143
4,56,2533,3,180,108,2,0,2,678,3089F4,6,30,687,8,121,143,,,,,,,,,154
4,56,2533,4,158,79,1,0,2,678,3089F4,6,30,687,8,112,,,,,,,,,,142
4,56,2533,5,200,157,3,0,2,678,3089F4,6,30,687,8,91,166,181,,,,,,,,195
4,56,2533,6,172,103,2,0,2,678,3089F4,6,30,687,8,89,143,,,,,,,,,155
4,56,2533,7,170,114,2,0,2,678,3089F4,6,30,687,8,73,134,,,,,,,,,165
4,56,2533,8,158,79,1,0,2,678,3089F4,6,30,687,8,94,,,,,,,,,,121
4,56,2533,9,181,124,2,0,2,678,3089F4,6,30,687,8,93,138,,,,,,,,,164
4,56,2533,10,178,112,2,0,2,678,3089F4,6,30,687,8,86,137,,,,,,,,,157
4,56,2534,1,176,133,2,0,2,708,3089F4,6,30,688,8,90,126,,,,,,,,,138
4,56,2534,2,171,113,2,0,2,708,3089F4,6,30,688,8,101,136,,,,,,,,,154
4,56,2534,3,184,136,2,0,2,708,3089F4,6,30,688,8,,,,,,,,,,,
4,56,2534,4,193,153,2,0,2,708,3089F4,6,30,688,8,89,134,,,,,,,,,155
4,56,2534,5,160,78,1,0,2,708,3089F4,6,30,688,8,119,,,,,,,,,,152
4,56,2534,6,171,115,2,0,2,708,3089F4,6,30,688,8,105,147,,,,,,,,,162
4,56,2534,7,175,105,2,0,2,708,3089F4,6,30,688,8,,,,,,,,,,,
4,56,2534,8,177,111,2,0,2,708,3089F4,6,30,688,8,91,135,,,,,,,,,167
4,56,2534,9,172,97,2,0,2,708,3089F4,6,30,688,8,,,,,,,,,,,
4,56,2534,10,185,123,2,0,2,708,3089F4,6,30,688,8,,,,,,,,,,,
4,56,2535,1,185,129,2,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2535,2,166,103,1,0,2,732,3089F5,6,30,689,8,81,,,,,,,,,,120
4,56,2535,3,168,93,1,0,2,732,3089F5,6,30,689,8,98,,,,,,,,,,126
4,56,2535,4,162,94,40,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2535,5,159,79,1,0,2,732,3089F5,6,30,689,8,102,,,,,,,,,,133
4,56,2535,6,166,90,2,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2535,7,167,98,2,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2535,8,168,97,2,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2535,9,157,76,1,0,2,732,3089F5,6,30,689,8,112,,,,,,,,,,148
4,56,2535,10,160,85,2,0,2,732,3089F5,6,30,689,8,,,,,,,,,,,
4,56,2536,1,196,159,3,0,2,685,3088A4,6,30,690,8,57,99,124,,,,,,,,139
4,56,2536,2,168,98,40,0,2,685,3088A4,6,30,690,8,,,,,,,,,,,
4,56,2536,3,157,75,1,0,2,685,3088A4,6,30,690,8,114,,,,,,,,,,133
4,56,2536,4,169,102,2,0,2,685,3088A4,6,30,690,8,,,,,,,,,,,
4,56,2536,5,185,140,3,0,2,685,3088A4,6,30,690,8,85,115,138,,,,,,,,158
4,56,2536,6,164,83,1,0,2,685,3088A4,6,30,690,8,90,,,,,,,,,,148
4,56,2536,7,170,98,2,0,2,685,3088A4,6,30,690,8,63,132,,,,,,,,,140
4,56,2536,8,161,85,1,0,2,685,3088A4,6,30,690,8,105,,,,,,,,,,130
4,56,2536,9,182,139,2,0,2,685,3088A4,6,30,690,8,90,143,,,,,,,,,167
4,56,2536,10,171,108,2,0,2,685,3088A4,6,30,690,8,80,122,,,,,,,,,143
4,56,2537,1,176,119,2,0,2,737,3089F4,6,30,691,8,91,148,,,,,,,,,160
4,56,2537,2,180,137,2,0,2,737,3089F4,6,30,691,8,94,140,,,,,,,,,154
4,56,2537,3,155,74,1,0,2,737,3089F4,6,30,691,8,113,,,,,,,,,,140
4,56,2537,4,166,108,2,0,2,737,3089F4,6,30,691,8,,,,,,,,,,,
4,56,2537,5,168,90,40,0,2,737,3089F4,6,30,691,8,,,,,,,,,,,
4,56,2537,6,167,90,2,0,2,737,3089F4,6,30,691,8,,,,,,,,,,,
4,56,2537,7,175,109,2,0,2,737,3089F4,6,30,691,8,,,,,,,,,,,
4,56,2537,8,156,74,1,0,2,737,3089F4,6,30,691,8,87,,,,,,,,,,108
4,56,2537,9,159,81,1,0,2,737,3089F4,6,30,691,8,116,,,,,,,,,,147
4,56,2537,10,156,73,1,0,2,737,3089F4,6,30,691,8,75,,,,,,,,,,120
4,56,2538,1,180,117,2,0,2,685,3089F4,7,7,692,8,,,,,,,,,,,
4,56,2538,2,200,169,40,0,2,685,3089F4,7,7,692,8,,,,,,,,,,,
4,56,2538,3,170,94,2,0,2,685,3089F4,7,7,692,8,72,139,,,,,,,,,147
4,56,2538,4,178,120,2,0,2,685,3089F4,7,7,692,8,52,110,,,,,,,,,162
4,56,2538,5,168,89,40,0,2,685,3089F4,7,7,692,8,,,,,,,,,,,
4,56,2538,6,177,116,2,0,2,685,3089F4,7,7,692,8,,,,,,,,,,,
4,56,2538,7,158,76,1,0,2,685,3089F4,7,7,692,8,83,,,,,,,,,,127
4,56,2538,8,170,104,2,0,2,685,3089F4,7,7,692,8,63,124,,,,,,,,,145
4,56,2538,9,181,139,2,0,2,685,3089F4,7,7,692,8,110,149,,,,,,,,,162
4,56,2538,10,167,90,2,0,2,685,3089F4,7,7,692,8,83,140,,,,,,,,,148
4,56,2539,1,181,136,2,0,2,735,3088C4,6,30,693,8,101,131,,,,,,,,,153
4,56,2539,2,173,117,2,0,2,735,3088C4,6,30,693,8,103,151,,,,,,,,,165
4,56,2539,3,178,123,2,0,2,735,3088C4,6,30,693,8,72,137,,,,,,,,,157
4,56,2539,4,173,122,2,0,2,735,3088C4,6,30,693,8,101,153,,,,,,,,,165
4,56,2539,5,172,100,2,0,2,735,3088C4,6,30,693,8,82,131,,,,,,,,,144
4,56,2539,6,171,104,2,0,2,735,3088C4,6,30,693,8,67,111,,,,,,,,,125
4,56,2539,7,178,113,2,0,2,735,3088C4,6,30,693,8,71,138,,,,,,,,,153
