YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
2,56,2175,1,170,83,1,0,2,737,2989E3,8,30,336,8,105,,,,,,,,,,149
2,56,2175,2,158,80,1,0,2,737,2989E3,8,30,336,8,74,,,,,,,,,,136
2,56,2175,3,150,70,1,0,2,737,2989E3,8,30,336,8,87,,,,,,,,,,144
2,56,2175,4,166,96,1,0,2,737,2989E3,8,30,336,8,63,,,,,,,,,,121
2,56,2175,5,151,70,1,0,2,737,2989E3,8,30,336,8,70,,,,,,,,,,127
2,56,2175,6,159,81,1,0,2,737,2989E3,8,30,336,8,73,,,,,,,,,,134
2,56,2175,7,150,66,1,0,2,737,2989E3,8,30,336,8,82,,,,,,,,,,125
2,56,2175,8,153,72,1,0,2,737,2989E3,8,30,336,8,79,,,,,,,,,,140
2,56,2175,9,152,71,1,0,2,737,2989E3,8,30,336,8,79,,,,,,,,,,136
2,56,2175,10,154,72,1,0,2,737,2989E3,8,30,336,8,75,,,,,,,,,,142
2,56,2176,4,,,,,,,,,,,,139,238,255,,,,,,,,260
2,56,2176,6,,,,,,,,,,,,166,201,,,,,,,,,222
2,56,2176,9,,,,,,,,,,,,104,188,247,,,,,,,,262
2,56,2177,1,148,65,1,0,2,732,2989F5,8,30,338,8,76,,,,,,,,,,140
2,56,2177,2,148,64,1,0,2,732,2989F5,8,30,338,8,78,,,,,,,,,,141
2,56,2177,3,156,71,1,0,2,732,2989F5,8,30,338,8,71,,,,,,,,,,119
2,56,2177,4,155,75,1,0,2,732,2989F5,8,30,338,8,76,,,,,,,,,,150
2,56,2177,5,162,79,1,0,2,732,2989F5,8,30,338,8,85,,,,,,,,,,140
2,56,2177,6,142,56,1,0,2,732,2989F5,8,30,338,8,72,,,,,,,,,,120
2,56,2177,7,159,83,1,0,2,732,2989F5,8,30,338,8,79,,,,,,,,,,152
2,56,2177,8,152,64,1,0,2,732,2989F5,8,30,338,8,87,,,,,,,,,,151
2,56,2177,9,162,90,1,0,2,732,2989F5,8,30,338,8,101,,,,,,,,,,141
2,56,2177,10,146,61,1,0,2,732,2989F5,8,30,338,8,74,,,,,,,,,,132
2,56,2178,1,145,63,1,0,2,685,2989E5,8,30,339,8,77,,,,,,,,,,126
2,56,2178,2,151,71,1,0,2,685,2989E5,8,30,339,8,,,,,,,,,,,
2,56,2178,3,144,62,1,0,2,685,2989E5,8,30,339,8,79,,,,,,,,,,141
2,56,2178,4,145,59,1,0,2,685,2989E5,8,30,339,8,82,,,,,,,,,,130
2,56,2178,5,148,62,1,0,2,685,2989E5,8,30,339,8,83,,,,,,,,,,134
2,56,2178,6,158,74,1,0,2,685,2989E5,8,30,339,8,74,,,,,,,,,,144
2,56,2178,7,152,73,1,0,2,685,2989E5,8,30,339,8,104,,,,,,,,,,134
2,56,2178,8,150,69,1,0,2,685,2989E5,8,30,339,8,91,,,,,,,,,,127
2,56,2178,9,153,73,40,0,2,685,2989E5,8,30,339,8,,,,,,,,,,,
2,56,2178,10,144,58,1,0,2,685,2989E5,8,30,339,8,83,,,,,,,,,,130
2,56,2179,1,190,129,2,0,2,704,2989E2,7,3,340,8,102,158,,,,,,,,,175
2,56,2179,2,191,147,2,0,2,704,2989E2,7,3,340,8,124,148,,,,,,,,,160
2,56,2179,3,160,85,1,0,2,704,2989E2,7,3,340,8,79,,,,,,,,,,136
2,56,2179,4,168,103,1,0,2,704,2989E2,7,3,340,8,84,,,,,,,,,,153
2,56,2179,5,209,162,3,0,2,704,2989E2,7,3,340,8,80,145,169,,,,,,,,178
2,56,2179,6,196,159,2,0,2,704,2989E2,7,3,340,8,104,168,,,,,,,,,194
2,56,2179,7,191,148,2,0,2,704,2989E2,7,3,340,8,104,157,,,,,,,,,171
2,56,2179,8,169,89,1,0,2,704,2989E2,7,3,340,8,114,,,,,,,,,,151
2,56,2179,9,186,143,2,0,2,704,2989E2,7,3,340,8,119,172,,,,,,,,,189
2,56,2179,10,178,110,2,0,2,704,2989E2,7,3,340,8,83,128,,,,,,,,,159
2,56,2180,1,180,103,2,0,2,737,3089F4,7,12,341,8,95,145,,,,,,,,,159
2,56,2180,2,167,82,2,0,2,737,3089F4,7,12,341,8,107,131,,,,,,,,,159
2,56,2180,3,164,78,40,0,2,737,3089F4,7,12,341,8,,,,,,,,,,,
2,56,2180,4,161,75,1,0,2,737,3089F4,7,12,341,8,116,,,,,,,,,,153
2,56,2180,5,159,74,1,0,2,737,3089F4,7,12,341,8,,,,,,,,,,,
2,56,2180,6,152,69,1,0,2,737,3089F4,7,12,341,8,111,,,,,,,,,,147
2,56,2180,7,166,86,2,0,2,737,3089F4,7,12,341,8,,,,,,,,,,,
2,56,2180,8,149,70,1,0,2,737,3089F4,7,12,341,8,96,,,,,,,,,,137
2,56,2180,9,158,74,1,0,2,737,3089F4,7,12,341,8,92,,,,,,,,,,144
2,56,2180,10,181,105,2,0,2,737,3089F4,7,12,341,8,53,114,,,,,,,,,128
2,56,2181,1,184,130,2,0,2,685,3088A4,7,12,342,8,87,169,,,,,,,,,194
2,56,2181,2,179,81,2,0,2,685,3088A4,7,12,342,8,89,131,,,,,,,,,152
2,56,2181,3,161,81,1,0,2,685,3088A4,7,12,342,8,89,,,,,,,,,,146
2,56,2181,4,181,132,2,0,2,685,3088A4,7,12,342,8,,,,,,,,,,,
2,56,2181,5,173,110,2,0,2,685,3088A4,7,12,342,8,81,118,,,,,,,,,145
2,56,2181,6,171,95,2,0,2,685,3088A4,7,12,342,8,77,118,,,,,,,,,140
2,56,2181,7,180,112,2,0,2,685,3088A4,7,12,342,8,,,,,,,,,,,
2,56,2181,8,177,113,2,0,2,685,3088A4,7,12,342,8,81,121,,,,,,,,,159
2,56,2181,9,169,98,1,0,2,685,3088A4,7,12,342,8,101,,,,,,,,,,136
2,56,2181,10,152,73,1,0,2,685,3088A4,7,12,342,8,109,,,,,,,,,,138
2,56,2182,1,176,115,2,0,2,678,3088C5,7,12,343,8,,,,,,,,,,,
2,56,2182,2,155,77,1,0,2,678,3088C5,7,12,343,8,74,,,,,,,,,,131
2,56,2182,3,159,80,1,0,2,678,3088C5,7,12,343,8,113,,,,,,,,,,134
2,56,2182,4,163,87,2,0,2,678,3088C5,7,12,343,8,60,111,,,,,,,,,142
2,56,2182,5,198,168,2,0,2,678,3088C5,7,12,343,8,108,154,,,,,,,,,163
2,56,2182,6,191,148,40,0,2,678,3088C5,7,12,343,8,,,,,,,,,,,
2,56,2182,7,163,85,1,0,2,678,3088C5,7,12,343,8,97,,,,,,,,,,136
2,56,2182,8,158,76,1,0,2,678,3088C5,7,12,343,8,76,,,,,,,,,,144
2,56,2182,9,191,135,2,0,2,678,3088C5,7,12,343,8,93,143,,,,,,,,,179
2,56,2182,10,177,114,2,0,2,678,3088C5,7,12,343,8,,,,,,,,,,,
2,56,2183,1,168,89,2,0,2,685,3989E5,7,3,344,8,,,,,,,,,,,
2,56,2183,2,162,85,1,0,2,685,3989E5,7,3,344,8,108,,,,,,,,,,139
2,56,2183,3,147,54,1,0,2,685,3989E5,7,3,344,8,92,,,,,,,,,,125
2,56,2183,4,178,122,40,0,2,685,3989E5,7,3,344,8,,,,,,,,,,,
2,56,2183,5,180,110,40,0,2,685,3989E5,7,3,344,8,,,,,,,,,,,
2,56,2183,6,154,74,1,0,2,685,3989E5,7,3,344,8,100,,,,,,,,,,138
2,56,2183,7,166,95,1,0,2,685,3989E5,7,3,344,8,101,,,,,,,,,,153
2,56,2183,8,186,142,40,0,2,685,3989E5,7,3,344,8,,,,,,,,,,,
2,56,2183,9,191,147,2,0,2,685,3989E5,7,3,344,8,82,141,,,,,,,,,167
2,56,2183,10,153,73,1,0,2,685,3989E5,7,3,344,8,103,,,,,,,,,,145
2,56,2184,1,152,65,1,0,2,708,3088D5,7,12,345,8,109,,,,,,,,,,143
2,56,2184,2,157,70,1,0,2,708,3088D5,7,12,345,8,121,,,,,,,,,,146
2,56,2184,3,146,59,1,0,2,708,3088D5,7,12,345,8,104,,,,,,,,,,130
2,56,2184,4,134,46,1,0,2,708,3088D5,7,12,345,8,85,,,,,,,,,,122
2,56,2184,5,167,88,1,0,2,708,3088D5,7,12,345,8,103,,,,,,,,,,150
2,56,2184,6,145,53,1,0,2,708,3088D5,7,12,345,8,79,,,,,,,,,,120
2,56,2184,7,150,62,1,0,2,708,3088D5,7,12,345,8,88,,,,,,,,,,131
2,56,2184,8,156,69,1,0,2,708,3088D5,7,12,345,8,84,,,,,,,,,,137
2,56,2184,9,151,66,1,0,2,708,3088D5,7,12,345,8,110,,,,,,,,,,142
2,56,2184,10,147,56,1,0,2,708,3088D5,7,12,345,8,83,,,,,,,,,,116
2,56,2185,1,179,116,2,0,2,733,3089F4,7,3,346,8,66,135,,,,,,,,,161
2,56,2185,2,208,175,4,0,2,733,3089F4,7,3,346,8,93,150,164,171,,,,,,,175
2,56,2185,3,193,153,2,0,2,733,3089F4,7,3,346,8,76,133,,,,,,,,,149
2,56,2185,4,202,178,3,0,2,733,3089F4,7,3,346,8,75,123,164,,,,,,,,179
2,56,2185,5,170,108,2,0,2,733,3089F4,7,3,346,8,,,,,,,,,,,
2,56,2185,6,191,162,2,0,2,733,3089F4,7,3,346,8,94,150,,,,,,,,,181
2,56,2185,7,201,185,40,0,2,733,3089F4,7,3,346,8,,,,,,,,,,,
2,56,2185,8,191,162,2,0,2,733,3089F4,7,3,346,8,112,175,,,,,,,,,195
2,56,2185,9,188,134,2,0,2,733,3089F4,7,3,346,8,116,148,,,,,,,,,157
2,56,2185,10,193,164,3,0,2,733,3089F4,7,3,346,8,,,,,,,,,,,
2,56,2186,1,182,111,2,0,2,732,3088B6,7,12,347,8,,,,,,,,,,,
