YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
8,56,2755,1,159,75,1,0,2,735,2989E3,5,22,909,8,98,,,,,,,,,,147
8,56,2755,2,152,67,1,0,2,735,2989E3,5,22,909,8,93,,,,,,,,,,122
8,56,2755,3,151,72,1,0,2,735,2989E3,5,22,909,8,99,,,,,,,,,,132
8,56,2755,4,195,151,2,0,2,735,2989E3,5,22,909,8,108,147,,,,,,,,,153
8,56,2755,5,141,60,1,0,2,735,2989E3,5,22,909,8,87,,,,,,,,,,131
8,56,2755,6,158,82,1,0,2,735,2989E3,5,22,909,8,104,,,,,,,,,,136
8,56,2755,7,185,126,2,0,2,735,2989E3,5,22,909,8,87,122,,,,,,,,,134
8,56,2755,8,186,134,2,0,2,735,2989E3,5,22,909,8,96,144,,,,,,,,,153
8,56,2755,9,194,145,3,0,2,735,2989E3,5,22,909,8,114,148,160,,,,,,,,170
8,56,2755,10,141,56,1,0,2,735,2989E3,5,22,909,8,105,,,,,,,,,,129
8,56,2756,1,202,185,3,0,2,678,3088C4,5,20,910,8,92,144,152,,,,,,,,157
8,56,2756,2,188,145,2,0,2,678,3088C4,5,20,910,8,79,140,,,,,,,,,163
8,56,2756,3,180,112,2,0,2,678,3088C4,5,20,910,8,81,113,,,,,,,,,123
8,56,2756,4,189,132,2,0,2,678,3088C4,5,20,910,8,85,153,,,,,,,,,164
8,56,2756,5,190,138,2,0,2,678,3088C4,5,20,910,8,100,162,,,,,,,,,174
8,56,2756,6,181,125,2,0,2,678,3088C4,5,20,910,8,78,132,,,,,,,,,144
8,56,2756,7,190,130,2,0,2,678,3088C4,5,20,910,8,75,138,,,,,,,,,152
8,56,2756,8,172,104,2,0,2,678,3088C4,5,20,910,8,75,102,,,,,,,,,135
8,56,2756,9,195,154,3,0,2,678,3088C4,5,20,910,8,70,128,151,,,,,,,,159
8,56,2756,10,171,107,2,0,2,678,3088C4,5,20,910,8,,,,,,,,,,,
8,56,2757,1,168,113,40,0,2,735,3088C4,5,20,911,8,,,,,,,,,,,
8,56,2757,2,187,142,2,0,2,735,3088C4,5,20,911,8,84,150,,,,,,,,,167
8,56,2757,3,193,159,2,0,2,735,3088C4,5,20,911,8,89,150,,,,,,,,,166
8,56,2757,4,192,138,2,0,2,735,3088C4,5,20,911,8,101,150,,,,,,,,,164
8,56,2757,5,199,162,3,0,2,735,3088C4,5,20,911,8,91,132,151,,,,,,,,162
