YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
91,56,299,1,212,196,4,0,2,737,2989B5,4,26,8459,8,77,138,166,183,,,,,,,191
91,56,299,2,198,167,3,0,2,737,2989B5,4,26,8459,8,84,137,168,,,,,,,,183
91,56,299,3,180,135,3,0,2,737,2989B5,4,26,8459,8,64,128,150,,,,,,,,158
91,56,299,4,196,150,3,0,2,737,2989B5,4,26,8459,8,80,132,162,,,,,,,,168
91,56,299,5,180,120,2,0,2,737,2989B5,4,26,8459,8,94,144,,,,,,,,,166
91,56,299,6,178,115,2,0,2,737,2989B5,4,26,8459,8,101,151,,,,,,,,,165
91,56,299,7,177,130,3,0,2,737,2989B5,4,26,8459,8,70,128,151,,,,,,,,163
91,56,299,8,160,84,2,0,2,737,2989B5,4,26,8459,8,75,131,,,,,,,,,144
91,56,299,9,164,91,2,0,2,737,2989B5,4,26,8459,8,71,135,,,,,,,,,151
91,56,299,10,175,101,2,0,2,737,2989B5,4,26,8459,8,89,153,,,,,,,,,171
91,56,300,1,163,90,2,0,2,588,3089E5,4,26,8460,8,63,138,,,,,,,,,150
91,56,300,2,172,92,2,0,2,588,3089E5,4,26,8460,8,72,148,,,,,,,,,156
91,56,300,3,170,93,2,0,2,588,3089E5,4,26,8460,8,72,147,,,,,,,,,155
91,56,300,4,169,96,2,0,2,588,3089E5,4,26,8460,8,67,130,,,,,,,,,151
91,56,300,5,156,72,2,0,2,588,3089E5,4,26,8460,8,,,,,,,,,,,
91,56,300,6,155,66,2,0,2,588,3089E5,4,26,8460,8,69,126,,,,,,,,,143
91,56,300,7,158,77,2,0,2,588,3089E5,4,26,8460,8,82,128,,,,,,,,,143
91,56,300,8,151,66,2,0,2,588,3089E5,4,26,8460,8,68,123,,,,,,,,,135
91,56,300,9,163,87,2,0,2,588,3089E5,4,26,8460,8,,,,,,,,,,,
91,56,300,10,146,57,1,0,2,588,3089E5,4,26,8460,8,,,,,,,,,,,
91,56,301,1,168,106,1,0,2,732,2989B5,4,26,8461,8,86,,,,,,,,,,118
91,56,301,2,160,84,2,0,2,732,2989B5,4,26,8461,8,96,161,,,,,,,,,175
91,56,301,3,159,92,2,0,2,732,2989B5,4,26,8461,8,100,137,,,,,,,,,159
91,56,301,4,166,117,2,0,2,732,2989B5,4,26,8461,8,76,145,,,,,,,,,172
91,56,301,5,154,83,2,0,2,732,2989B5,4,26,8461,8,99,120,,,,,,,,,136
91,56,301,6,158,100,1,0,2,732,2989B5,4,26,8461,8,75,,,,,,,,,,146
91,56,301,7,160,89,2,0,2,732,2989B5,4,26,8461,8,53,113,,,,,,,,,150
91,56,301,8,137,58,2,0,2,732,2989B5,4,26,8461,8,59,146,,,,,,,,,164
91,56,301,9,141,67,1,0,2,732,2989B5,4,26,8461,8,82,,,,,,,,,,125
91,56,301,10,142,61,1,0,2,732,2989B5,4,26,8461,8,69,,,,,,,,,,149
91,56,302,1,202,164,3,0,2,682,2989C4,4,26,8462,8,70,158,181,,,,,,,,187
91,56,302,2,197,180,3,0,2,682,2989C4,4,26,8462,8,67,126,168,,,,,,,,174
91,56,302,3,187,134,3,0,2,682,2989C4,4,26,8462,8,58,132,161,,,,,,,,169
91,56,302,4,172,123,2,0,2,682,2989C4,4,26,8462,8,57,128,,,,,,,,,156
91,56,302,5,180,136,2,0,2,682,2989C4,4,26,8462,8,111,186,,,,,,,,,195
91,56,302,6,174,116,2,0,2,682,2989C4,4,26,8462,8,99,157,,,,,,,,,169
91,56,302,7,173,120,2,0,2,682,2989C4,4,26,8462,8,87,158,,,,,,,,,169
91,56,302,8,172,102,2,0,2,682,2989C4,4,26,8462,8,113,137,,,,,,,,,147
91,56,302,9,167,104,2,0,2,682,2989C4,4,26,8462,8,79,117,,,,,,,,,139
91,56,302,10,155,83,1,0,2,682,2989C4,4,26,8462,8,,,,,,,,,,,
91,56,303,1,200,160,2,0,2,736,2989D3,4,26,8463,8,80,149,,,,,,,,,182
91,56,303,2,171,99,2,0,2,736,2989D3,4,26,8463,8,122,156,,,,,,,,,165
91,56,303,3,174,102,2,0,2,736,2989D3,4,26,8463,8,88,125,,,,,,,,,134
91,56,303,4,181,113,2,0,2,736,2989D3,4,26,8463,8,66,159,,,,,,,,,165
91,56,303,5,172,112,2,0,2,736,2989D3,4,26,8463,8,85,121,,,,,,,,,137
91,56,303,6,168,95,2,0,2,736,2989D3,4,26,8463,8,87,140,,,,,,,,,149
91,56,303,7,167,98,2,0,2,736,2989D3,4,26,8463,8,,,,,,,,,,,
91,56,303,8,172,83,2,0,2,736,2989D3,4,26,8463,8,,,,,,,,,,,
91,56,303,9,158,75,1,0,2,736,2989D3,4,26,8463,8,125,,,,,,,,,,137
91,56,303,10,152,64,1,0,2,736,2989D3,4,26,8463,8,104,,,,,,,,,,117
91,56,304,1,165,85,2,0,2,734,3088E5,4,26,8464,8,70,134,,,,,,,,,146
91,56,304,2,163,85,2,0,2,734,3088E5,4,26,8464,8,,,,,,,,,,,
91,56,304,3,173,102,1,0,2,734,3088E5,4,26,8464,8,112,,,,,,,,,,126
91,56,304,4,191,132,2,0,2,734,3088E5,4,26,8464,8,58,115,,,,,,,,,131
91,56,304,5,141,53,1,0,2,734,3088E5,4,26,8464,8,,,,,,,,,,,
91,56,304,6,138,48,1,0,2,734,3088E5,4,26,8464,8,,,,,,,,,,,
91,56,304,7,140,42,1,0,2,734,3088E5,4,26,8464,8,70,,,,,,,,,,117
91,56,304,8,141,53,1,0,2,734,3088E5,4,26,8464,8,99,,,,,,,,,,126
91,56,304,9,143,56,1,0,2,734,3088E5,4,26,8464,8,85,,,,,,,,,,112
91,56,304,10,138,49,1,0,2,734,3088E5,4,26,8464,8,102,,,,,,,,,,130
91,56,305,1,185,154,2,0,2,746,2989C5,4,26,8465,8,78,138,,,,,,,,,153
91,56,305,2,167,114,2,0,2,746,2989C5,4,26,8465,8,87,141,,,,,,,,,157
91,56,305,3,182,108,2,0,2,746,2989C5,4,26,8465,8,,,,,,,,,,,
91,56,305,4,173,103,2,0,2,746,2989C5,4,26,8465,8,111,166,,,,,,,,,183
91,56,305,5,165,94,2,0,2,746,2989C5,4,26,8465,8,116,142,,,,,,,,,159
91,56,305,6,167,101,2,0,2,746,2989C5,4,26,8465,8,,,,,,,,,,,
91,56,305,7,164,95,2,0,2,746,2989C5,4,26,8465,8,102,129,,,,,,,,,150
91,56,305,8,157,94,2,0,2,746,2989C5,4,26,8465,8,57,134,,,,,,,,,155
91,56,305,9,155,80,2,0,2,746,2989C5,4,26,8465,8,66,123,,,,,,,,,146
91,56,305,10,138,61,1,0,2,746,2989C5,4,26,8465,8,48,,,,,,,,,,126
91,56,306,1,154,55,1,0,2,588,3088E5,5,3,8466,8,105,,,,,,,,,,122
91,56,306,2,161,68,2,0,2,588,3088E5,5,3,8466,8,71,118,,,,,,,,,129
91,56,306,3,155,48,1,0,2,588,3088E5,5,3,8466,8,99,,,,,,,,,,123
91,56,306,4,148,49,1,0,2,588,3088E5,5,3,8466,8,80,,,,,,,,,,134
91,56,306,5,145,36,1,0,2,588,3088E5,5,3,8466,8,92,,,,,,,,,,144
91,56,306,6,151,36,1,0,2,588,3088E5,5,3,8466,8,102,,,,,,,,,,138
91,56,306,7,148,34,1,0,2,588,3088E5,5,3,8466,8,107,,,,,,,,,,134
91,56,306,8,133,16,1,0,2,588,3088E5,5,3,8466,8,111,,,,,,,,,,135
91,56,306,9,147,39,1,0,2,588,3088E5,5,3,8466,8,107,,,,,,,,,,128
91,56,306,10,130,14,1,0,2,588,3088E5,5,3,8466,8,53,,,,,,,,,,103
91,56,307,1,165,70,2,0,2,734,3088E5,5,3,8467,8,69,155,,,,,,,,,170
91,56,307,2,169,78,2,0,2,734,3088E5,5,3,8467,8,106,157,,,,,,,,,169
91,56,307,3,164,63,2,0,2,734,3088E5,5,3,8467,8,67,131,,,,,,,,,158
91,56,307,4,172,75,2,0,2,734,3088E5,5,3,8467,8,78,125,,,,,,,,,148
91,56,307,5,164,60,2,0,2,734,3088E5,5,3,8467,8,59,154,,,,,,,,,166
91,56,307,6,168,55,2,0,2,734,3088E5,5,3,8467,8,111,146,,,,,,,,,155
91,56,307,7,148,32,1,0,2,734,3088E5,5,3,8467,8,113,,,,,,,,,,135
91,56,307,8,172,63,2,0,2,734,3088E5,5,3,8467,8,67,158,,,,,,,,,176
91,56,307,9,162,36,1,0,2,734,3088E5,5,3,8467,8,98,,,,,,,,,,115
91,56,307,10,155,28,1,0,2,734,3088E5,5,3,8467,8,94,,,,,,,,,,112
91,56,308,1,158,49,2,0,2,679,3088D5,5,3,8468,8,80,122,,,,,,,,,138
91,56,308,2,154,35,2,0,2,679,3088D5,5,3,8468,8,93,118,,,,,,,,,136
91,56,308,3,145,47,1,0,2,679,3088D5,5,3,8468,8,120,,,,,,,,,,142
91,56,308,4,138,45,1,0,2,679,3088D5,5,3,8468,8,83,,,,,,,,,,111
91,56,308,5,142,58,2,0,2,679,3088D5,5,3,8468,8,72,117,,,,,,,,,137
91,56,308,6,139,48,1,0,2,679,3088D5,5,3,8468,8,88,,,,,,,,,,114
91,56,308,7,142,55,1,0,2,679,3088D5,5,3,8468,8,101,,,,,,,,,,122
91,56,308,8,147,56,1,0,2,679,3088D5,5,3,8468,8,89,,,,,,,,,,127
91,56,308,9,142,49,1,0,2,679,3088D5,5,3,8468,8,110,,,,,,,,,,136
91,56,308,10,137,42,1,0,2,679,3088D5,5,3,8468,8,98,,,,,,,,,,117
91,56,309,1,190,139,2,0,2,746,3088D4,5,3,8469,8,85,160,,,,,,,,,168
91,56,309,2,172,110,2,0,2,746,3088D4,5,3,8469,8,96,150,,,,,,,,,163
91,56,309,3,169,97,2,0,2,746,3088D4,5,3,8469,8,74,127,,,,,,,,,147
91,56,309,4,170,105,2,0,2,746,3088D4,5,3,8469,8,120,159,,,,,,,,,171
91,56,309,5,158,80,2,0,2,746,3088D4,5,3,8469,8,113,150,,,,,,,,,167
91,56,309,6,151,69,1,0,2,746,3088D4,5,3,8469,8,81,,,,,,,,,,128
91,56,309,7,136,42,1,0,2,746,3088D4,5,3,8469,8,78,,,,,,,,,,128
91,56,309,8,143,50,1,0,2,746,3088D4,5,3,8469,8,108,,,,,,,,,,135
91,56,309,9,142,48,1,0,2,746,3088D4,5,3,8469,8,97,,,,,,,,,,140
91,56,309,10,140,44,1,0,2,746,3088D4,5,3,8469,8,96,,,,,,,,,,136
91,56,310,1,159,62,2,0,2,736,3088E5,5,3,8470,8,87,123,,,,,,,,,140
91,56,310,2,152,76,1,0,2,736,3088E5,5,3,8470,8,115,,,,,,,,,,145
91,56,310,3,148,63,1,0,2,736,3088E5,5,3,8470,8,112,,,,,,,,,,130
91,56,310,4,165,80,2,0,2,736,3088E5,5,3,8470,8,69,138,,,,,,,,,152
91,56,310,5,156,73,1,0,2,736,3088E5,5,3,8470,8,112,,,,,,,,,,136
91,56,310,6,145,58,1,0,2,736,3088E5,5,3,8470,8,117,,,,,,,,,,139
91,56,310,7,138,47,1,0,2,736,3088E5,5,3,8470,8,93,,,,,,,,,,126
