YEAR,PLANT,SCALENO,ID,LENGTH,WEIGHT,AGE,SPECIES,READER,VESSEL,LOCATION,MONTH,DAY,COLL,AREA,ring_1,ring_2,ring_3,ring_4,ring_5,ring_6,ring_7,ring_8,ring_9,ring_10,edge
99,56,1915,1,201,163,3,0,2,707,2988A1,5,12,76,8,62,128,161,,,,,,,,166
99,56,1915,2,188,131,2,0,2,707,2988A1,5,12,76,8,71,140,,,,,,,,,147
99,56,1915,3,180,121,2,0,2,707,2988A1,5,12,76,8,91,124,,,,,,,,,140
99,56,1915,4,184,134,2,0,2,707,2988A1,5,12,76,8,98,170,,,,,,,,,182
99,56,1915,5,175,115,2,0,2,707,2988A1,5,12,76,8,57,155,,,,,,,,,172
99,56,1915,6,180,120,2,0,2,707,2988A1,5,12,76,8,,,,,,,,,,,
99,56,1915,7,177,111,2,0,2,707,2988A1,5,12,76,8,52,103,,,,,,,,,128
99,56,1915,8,180,123,2,0,2,707,2988A1,5,12,76,8,86,159,,,,,,,,,169
99,56,1915,9,184,123,2,0,2,707,2988A1,5,12,76,8,77,152,,,,,,,,,164
99,56,1915,10,170,93,2,0,2,707,2988A1,5,12,76,8,104,125,,,,,,,,,135
99,56,1916,1,191,142,2,0,2,733,2989F3,5,12,77,8,84,148,,,,,,,,,157
99,56,1916,2,180,133,2,0,2,733,2989F3,5,12,77,8,63,133,,,,,,,,,143
99,56,1916,3,188,132,2,0,2,733,2989F3,5,12,77,8,65,148,,,,,,,,,160
99,56,1916,4,185,132,2,0,2,733,2989F3,5,12,77,8,88,138,,,,,,,,,156
99,56,1916,5,186,133,2,0,2,733,2989F3,5,12,77,8,102,160,,,,,,,,,171
99,56,1916,6,180,121,2,0,2,733,2989F3,5,12,77,8,76,157,,,,,,,,,164
99,56,1916,7,187,130,2,0,2,733,2989F3,5,12,77,8,73,150,,,,,,,,,154
99,56,1916,8,185,127,2,0,2,733,2989F3,5,12,77,8,106,161,,,,,,,,,172
99,56,1916,9,181,124,2,0,2,733,2989F3,5,12,77,8,80,149,,,,,,,,,157
99,56,1916,10,178,111,2,0,2,733,2989F3,5,12,77,8,82,140,,,,,,,,,153
99,56,1917,1,191,142,2,0,2,735,2989D2,5,14,78,8,87,141,,,,,,,,,154
99,56,1917,2,191,133,2,0,2,735,2989D2,5,14,78,8,103,138,,,,,,,,,147
99,56,1917,3,187,127,40,0,2,735,2989D2,5,14,78,8,,,,,,,,,,,
99,56,1917,4,175,106,2,0,2,735,2989D2,5,14,78,8,58,146,,,,,,,,,163
99,56,1917,5,176,110,2,0,2,735,2989D2,5,14,78,8,59,101,,,,,,,,,137
99,56,1917,6,156,97,40,0,2,735,2989D2,5,14,78,8,,,,,,,,,,,
99,56,1917,7,174,102,2,0,2,735,2989D2,5,14,78,8,,,,,,,,,,,
99,56,1917,8,169,94,2,0,2,735,2989D2,5,14,78,8,64,123,,,,,,,,,143
99,56,1917,9,170,96,2,0,2,735,2989D2,5,14,78,8,118,140,,,,,,,,,152
99,56,1917,10,164,87,1,0,2,735,2989D2,5,14,78,8,125,,,,,,,,,,138
99,56,1918,1,190,132,2,0,2,726,2989D2,5,14,79,8,83,148,,,,,,,,,162
99,56,1918,2,178,109,2,0,2,726,2989D2,5,14,79,8,73,147,,,,,,,,,155
99,56,1918,3,180,122,2,0,2,726,2989D2,5,14,79,8,120,144,,,,,,,,,158
99,56,1918,4,185,118,2,0,2,726,2989D2,5,14,79,8,121,161,,,,,,,,,181
99,56,1918,5,177,98,2,0,2,726,2989D2,5,14,79,8,97,137,,,,,,,,,150
99,56,1918,6,163,89,1,0,2,726,2989D2,5,14,79,8,107,,,,,,,,,,139
99,56,1918,7,165,87,1,0,2,726,2989D2,5,14,79,8,119,,,,,,,,,,139
99,56,1918,8,157,78,1,0,2,726,2989D2,5,14,79,8,118,,,,,,,,,,133
99,56,1918,9,157,78,40,0,2,726,2989D2,5,14,79,8,,,,,,,,,,,
99,56,1918,10,153,73,1,0,2,726,2989D2,5,14,79,8,106,,,,,,,,,,129
99,56,1919,1,208,171,3,0,2,732,3089F6,5,14,80,8,105,137,156,,,,,,,,168
99,56,1919,2,189,137,2,0,2,732,3089F6,5,14,80,8,86,144,,,,,,,,,157
99,56,1919,3,192,130,2,0,2,732,3089F6,5,14,80,8,103,161,,,,,,,,,173
99,56,1919,4,188,128,2,0,2,732,3089F6,5,14,80,8,89,146,,,,,,,,,156
99,56,1919,5,187,132,2,0,2,732,3089F6,5,14,80,8,113,147,,,,,,,,,162
99,56,1919,6,186,117,2,0,2,732,3089F6,5,14,80,8,58,138,,,,,,,,,156
99,56,1919,7,181,113,2,0,2,732,3089F6,5,14,80,8,82,147,,,,,,,,,158
99,56,1919,8,181,116,2,0,2,732,3089F6,5,14,80,8,55,102,,,,,,,,,114
99,56,1919,9,182,118,2,0,2,732,3089F6,5,14,80,8,88,162,,,,,,,,,177
99,56,1919,10,177,96,2,0,2,732,3089F6,5,14,80,8,,,,,,,,,,,
99,56,1920,1,192,152,2,0,2,708,2989F2,5,14,81,8,84,132,,,,,,,,,147
99,56,1920,2,189,142,2,0,2,708,2989F2,5,14,81,8,72,164,,,,,,,,,178
99,56,1920,3,192,144,2,0,2,708,2989F2,5,14,81,8,102,163,,,,,,,,,174
99,56,1920,4,172,108,2,0,2,708,2989F2,5,14,81,8,61,146,,,,,,,,,157
99,56,1920,5,166,100,2,0,2,708,2989F2,5,14,81,8,60,112,,,,,,,,,139
99,56,1920,6,168,91,40,0,2,708,2989F2,5,14,81,8,,,,,,,,,,,
99,56,1920,7,172,97,2,0,2,708,2989F2,5,14,81,8,64,131,,,,,,,,,154
99,56,1920,8,163,90,2,0,2,708,2989F2,5,14,81,8,85,138,,,,,,,,,155
99,56,1920,9,159,81,1,0,2,708,2989F2,5,14,81,8,102,,,,,,,,,,140
99,56,1920,10,154,73,1,0,2,708,2989F2,5,14,81,8,115,,,,,,,,,,137
99,56,1921,1,193,146,40,0,2,685,2988A1,5,15,82,8,,,,,,,,,,,
99,56,1921,2,194,138,2,0,2,685,2988A1,5,15,82,8,97,166,,,,,,,,,175
99,56,1921,3,183,126,2,0,2,685,2988A1,5,15,82,8,84,144,,,,,,,,,157
99,56,1921,4,192,135,2,0,2,685,2988A1,5,15,82,8,102,174,,,,,,,,,189
99,56,1921,5,180,114,2,0,2,685,2988A1,5,15,82,8,,,,,,,,,,,
99,56,1921,6,167,88,2,0,2,685,2988A1,5,15,82,8,73,114,,,,,,,,,133
99,56,1921,7,170,94,2,0,2,685,2988A1,5,15,82,8,60,133,,,,,,,,,157
99,56,1921,8,165,88,2,0,2,685,2988A1,5,15,82,8,91,119,,,,,,,,,141
99,56,1921,9,168,92,2,0,2,685,2988A1,5,15,82,8,,,,,,,,,,,
99,56,1921,10,154,72,1,0,2,685,2988A1,5,15,82,8,97,,,,,,,,,,122
99,56,1922,1,191,144,2,0,2,679,2988A2,5,18,83,8,85,144,,,,,,,,,164
99,56,1922,2,195,146,2,0,2,679,2988A2,5,18,83,8,128,153,,,,,,,,,161
99,56,1922,3,191,135,2,0,2,679,2988A2,5,18,83,8,88,139,,,,,,,,,148
99,56,1922,4,192,146,2,0,2,679,2988A2,5,18,83,8,117,161,,,,,,,,,170
99,56,1922,5,183,137,2,0,2,679,2988A2,5,18,83,8,86,144,,,,,,,,,155
99,56,1922,6,183,118,2,0,2,679,2988A2,5,18,83,8,88,152,,,,,,,,,167
99,56,1922,7,183,125,2,0,2,679,2988A2,5,18,83,8,103,144,,,,,,,,,155
99,56,1922,8,187,128,2,0,2,679,2988A2,5,18,83,8,118,148,,,,,,,,,156
99,56,1922,9,181,122,2,0,2,679,2988A2,5,18,83,8,97,154,,,,,,,,,167
99,56,1922,10,172,97,2,0,2,679,2988A2,5,18,83,8,132,151,,,,,,,,,163
99,56,1923,1,187,137,2,0,2,732,2989E2,5,18,84,8,101,138,,,,,,,,,151
99,56,1923,2,175,106,2,0,2,732,2989E2,5,18,84,8,83,131,,,,,,,,,145
99,56,1923,3,170,102,2,0,2,732,2989E2,5,18,84,8,65,123,,,,,,,,,145
99,56,1923,4,166,97,40,0,2,732,2989E2,5,18,84,8,,,,,,,,,,,
99,56,1923,5,166,89,2,0,2,732,2989E2,5,18,84,8,66,111,,,,,,,,,134
99,56,1923,6,166,95,2,0,2,732,2989E2,5,18,84,8,,,,,,,,,,,
99,56,1923,7,169,96,2,0,2,732,2989E2,5,18,84,8,,,,,,,,,,,
99,56,1923,8,165,83,2,0,2,732,2989E2,5,18,84,8,66,128,,,,,,,,,152
99,56,1923,9,163,87,1,0,2,732,2989E2,5,18,84,8,123,,,,,,,,,,142
99,56,1923,10,164,87,1,0,2,732,2989E2,5,18,84,8,89,,,,,,,,,,131
99,56,1924,1,202,176,4,0,2,685,2988A2,5,20,85,8,69,129,159,165,,,,,,,172
99,56,1924,2,203,163,40,0,2,685,2988A2,5,20,85,8,,,,,,,,,,,
99,56,1924,3,190,146,2,0,2,685,2988A2,5,20,85,8,97,157,,,,,,,,,168
99,56,1924,4,198,157,3,0,2,685,2988A2,5,20,85,8,63,129,159,,,,,,,,171
99,56,1924,5,201,167,3,0,2,685,2988A2,5,20,85,8,67,133,149,,,,,,,,157
99,56,1924,6,188,134,2,0,2,685,2988A2,5,20,85,8,77,146,,,,,,,,,157
99,56,1924,7,189,133,2,0,2,685,2988A2,5,20,85,8,70,137,,,,,,,,,145
99,56,1924,8,185,135,2,0,2,685,2988A2,5,20,85,8,92,145,,,,,,,,,159
99,56,1924,9,185,135,2,0,2,685,2988A2,5,20,85,8,84,152,,,,,,,,,163
99,56,1924,10,164,88,1,0,2,685,2988A2,5,20,85,8,120,,,,,,,,,,141
99,56,1925,1,200,172,3,0,2,707,2988A1,5,22,86,8,82,139,160,,,,,,,,168
99,56,1925,2,203,174,3,0,2,707,2988A1,5,22,86,8,121,157,171,,,,,,,,177
99,56,1925,3,191,142,3,0,2,707,2988A1,5,22,86,8,79,125,137,,,,,,,,147
99,56,1925,4,199,153,3,0,2,707,2988A1,5,22,86,8,88,156,166,,,,,,,,175
